enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target,experience_numeric,last_new_job_numeric,company_size_numeric,experience_group,city_development_group,training_hours_group,has_relevant_experience_binary,is_currently_enrolled,company_known_flag,education_rank,job_mobility_score,experience_to_training_ratio,city_experience_interaction,low_city_development_flag,high_training_flag,senior_experience_flag,unknown_company_info_flag
3378,city_83,0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,18,Unknown,Unknown,>4,31,0,18.0,5.0,300.0,Expert,Very High,Medium,1,0,0,4,3.0,1.631578947368421,16.614,0,0,1,1
17252,city_24,0.698,Male,No relevent experience,no_enrollment,High School,Unknown,6,Unknown,Unknown,never,24,0,6.0,0.0,300.0,Mid,Medium,Medium,0,0,0,2,6.0,3.4285714285714284,4.188,0,0,0,1
7593,city_103,0.92,Unknown,No relevent experience,no_enrollment,Primary School,Unknown,5,Unknown,Unknown,never,25,0,5.0,0.0,300.0,Junior,Very High,Medium,0,0,0,1,5.0,4.166666666666667,4.6000000000000005,0,0,0,1
14221,city_150,0.698,Male,Has relevent experience,no_enrollment,Phd,STEM,18,100-500,Public Sector,1,22,0,18.0,1.0,300.0,Expert,Medium,Low,1,0,1,5,9.0,1.1578947368421053,12.564,0,0,1,0
11309,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,3,84,0,11.0,3.0,300.0,Senior,Very High,High,1,0,1,3,2.75,7.0,10.120000000000001,0,0,1,0
33286,city_21,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,2,500-999,Public Sector,1,75,1,2.0,1.0,750.0,Fresher,Medium,High,0,0,1,4,1.0,25.0,1.248,0,0,0,0
5618,city_11,0.55,Male,Has relevent experience,Full time course,Graduate,STEM,4,Unknown,Unknown,4,51,0,4.0,4.0,300.0,Junior,Low,High,1,1,0,3,0.8,10.2,2.2,1,0,0,1
21536,city_100,0.887,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Unknown,Unknown,2,10,0,21.0,2.0,300.0,Expert,Very High,Low,1,0,0,4,7.0,0.45454545454545453,18.627,0,0,1,1
23558,city_103,0.92,Male,No relevent experience,Full time course,High School,Unknown,2,Unknown,Unknown,1,25,1,2.0,1.0,300.0,Fresher,Very High,Medium,0,1,0,2,1.0,8.333333333333334,1.84,0,0,0,1
7418,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,3,94,1,21.0,3.0,300.0,Expert,Very High,Very High,1,0,0,3,5.25,4.2727272727272725,19.32,0,0,1,1
11370,city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,Arts,>20,10000+,Pvt Ltd,1,10,1,21.0,1.0,10000.0,Expert,Very High,Low,1,0,1,3,10.5,0.45454545454545453,19.32,0,0,1,0
32583,city_114,0.926,Male,No relevent experience,no_enrollment,Masters,STEM,14,500-999,Pvt Ltd,1,23,0,14.0,1.0,750.0,Senior,Very High,Low,0,0,1,4,7.0,1.5333333333333334,12.964,0,0,1,0
22592,city_50,0.896,Male,No relevent experience,no_enrollment,Phd,STEM,>20,Unknown,NGO,1,48,0,21.0,1.0,300.0,Expert,Very High,High,0,0,0,5,10.5,2.1818181818181817,18.816,0,0,1,1
2143,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,3,77,1,15.0,3.0,75.0,Senior,Medium,High,1,0,1,4,3.75,4.8125,9.36,0,0,1,0
31299,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,Unknown,Unknown,2,36,0,18.0,2.0,300.0,Expert,Very High,Medium,1,0,0,3,6.0,1.894736842105263,16.560000000000002,0,0,1,1
24872,city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,1,21,1,2.0,1.0,75.0,Fresher,Medium,Low,1,0,1,3,1.0,7.0,1.248,0,0,0,0
3870,city_117,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,6,<10,Pvt Ltd,1,59,0,6.0,1.0,5.0,Mid,Medium,High,1,1,1,3,3.0,8.428571428571429,4.188,0,0,0,0
26994,city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,126,0,21.0,1.0,300.0,Expert,Very High,Very High,1,0,1,3,10.5,5.7272727272727275,19.383000000000003,0,1,1,0
27532,city_103,0.92,Male,No relevent experience,no_enrollment,High School,Unknown,4,Unknown,Unknown,never,29,0,4.0,0.0,300.0,Junior,Very High,Medium,0,0,0,2,4.0,5.8,3.68,0,0,0,1
14013,city_103,0.92,Unknown,No relevent experience,Full time course,Masters,STEM,5,500-999,Public Sector,3,20,0,5.0,3.0,750.0,Junior,Very High,Low,0,1,1,4,1.25,3.3333333333333335,4.6000000000000005,0,0,0,0
9750,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,10000+,Pvt Ltd,1,16,1,0.5,1.0,10000.0,Fresher,Medium,Low,0,0,1,3,0.25,10.666666666666666,0.312,0,0,0,0
19563,city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,5,50-99,Pvt Ltd,1,11,0,5.0,1.0,75.0,Junior,Very High,Low,1,1,1,3,2.5,1.8333333333333333,4.63,0,0,0,0
17216,city_65,0.802,Male,Has relevent experience,Full time course,Graduate,STEM,3,1000-4999,Pvt Ltd,1,92,0,3.0,1.0,3000.0,Junior,High,Very High,1,1,1,3,1.5,23.0,2.406,0,0,0,0
26538,city_162,0.767,Unknown,Has relevent experience,no_enrollment,Masters,STEM,<1,500-999,Pvt Ltd,1,89,0,0.5,1.0,750.0,Fresher,High,Very High,1,0,1,4,0.25,59.333333333333336,0.3835,0,0,0,0
30473,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,1,48,1,8.0,1.0,3000.0,Mid,Medium,High,1,0,1,3,4.0,5.333333333333333,4.992,0,0,0,0
28516,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,3,100-500,NGO,2,34,1,3.0,2.0,300.0,Junior,Very High,Medium,1,0,1,3,1.0,8.5,2.7600000000000002,0,0,0,0
31638,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,44,0,21.0,5.0,10000.0,Expert,Very High,Medium,1,0,1,4,3.5,2.0,19.11,0,0,1,0
8845,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,1,14,0,21.0,1.0,300.0,Expert,Very High,Low,1,0,0,3,10.5,0.6363636363636364,19.718999999999998,0,0,1,1
19698,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,6,10-49,Early Stage Startup,1,34,0,6.0,1.0,30.0,Mid,Very High,Medium,0,0,1,3,3.0,4.857142857142857,5.5200000000000005,0,0,0,0
1820,city_101,0.558,Male,Has relevent experience,no_enrollment,Masters,STEM,13,50-99,Pvt Ltd,>4,142,0,13.0,5.0,75.0,Senior,Low,Very High,1,0,1,4,2.1666666666666665,10.142857142857142,7.2540000000000004,1,1,1,0
15811,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,>4,156,0,14.0,5.0,75.0,Senior,Very High,Very High,1,0,1,3,2.3333333333333335,10.4,12.88,0,1,1,0
24097,city_114,0.926,Unknown,Has relevent experience,no_enrollment,Masters,STEM,17,<10,Pvt Ltd,1,14,0,17.0,1.0,5.0,Expert,Very High,Low,1,0,1,4,8.5,0.7777777777777778,15.742,0,0,1,0
7279,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Unknown,Unknown,>4,89,1,15.0,5.0,300.0,Senior,Very High,Very High,1,0,0,3,2.5,5.5625,13.8,0,0,1,1
21086,city_103,0.92,Unknown,Has relevent experience,no_enrollment,Masters,STEM,14,10000+,Public Sector,3,55,0,14.0,3.0,10000.0,Senior,Very High,High,1,0,1,4,3.5,3.6666666666666665,12.88,0,0,1,0
3523,city_160,0.92,Unknown,No relevent experience,Full time course,High School,Unknown,7,Unknown,Unknown,2,12,0,7.0,2.0,300.0,Mid,Very High,Low,0,1,0,2,2.3333333333333335,1.5,6.44,0,0,0,1
8088,city_75,0.939,Female,No relevent experience,Part time course,Graduate,STEM,9,Unknown,Unknown,never,9,1,9.0,0.0,300.0,Mid,Very High,Low,0,1,0,3,9.0,0.9,8.450999999999999,0,0,0,1
384,city_103,0.92,Male,No relevent experience,Full time course,Graduate,Other,9,1000-4999,Pvt Ltd,>4,102,0,9.0,5.0,3000.0,Mid,Very High,Very High,0,1,1,3,1.5,10.2,8.280000000000001,0,1,0,0
6483,city_18,0.824,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,4,500-999,Public Sector,1,24,0,4.0,1.0,750.0,Junior,High,Medium,1,0,1,3,2.0,4.8,3.296,0,0,0,0
14367,city_128,0.527,Unknown,No relevent experience,no_enrollment,Graduate,STEM,4,Unknown,Unknown,3,66,0,4.0,3.0,300.0,Junior,Low,High,0,0,0,3,1.0,13.2,2.108,1,0,0,1
24052,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,3,100-500,Pvt Ltd,3,30,0,3.0,3.0,300.0,Junior,Medium,Medium,1,1,1,4,0.75,7.5,1.8719999999999999,0,0,0,0
6526,city_152,0.698,Male,No relevent experience,Full time course,High School,Unknown,6,Unknown,Unknown,never,33,0,6.0,0.0,300.0,Mid,Medium,Medium,0,1,0,2,6.0,4.714285714285714,4.188,0,0,0,1
30115,city_21,0.624,Unknown,Has relevent experience,Part time course,Graduate,STEM,5,100-500,Pvt Ltd,2,13,1,5.0,2.0,300.0,Junior,Medium,Low,1,1,1,3,1.6666666666666667,2.1666666666666665,3.12,0,0,0,0
29742,city_158,0.766,Unknown,Has relevent experience,Full time course,Graduate,STEM,5,10-49,Pvt Ltd,1,39,0,5.0,1.0,30.0,Junior,High,Medium,1,1,1,3,2.5,6.5,3.83,0,0,0,0
6022,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10-49,Pvt Ltd,>4,60,0,21.0,5.0,30.0,Expert,Very High,High,1,0,1,3,3.5,2.727272727272727,19.11,0,0,1,0
3781,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,2,50,1,6.0,2.0,10000.0,Mid,Very High,High,1,0,1,3,2.0,7.142857142857143,5.5200000000000005,0,0,0,0
12522,city_149,0.689,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,12,10-49,Unknown,4,105,0,12.0,4.0,30.0,Senior,Medium,Very High,1,0,1,3,2.4,8.076923076923077,8.267999999999999,0,1,1,0
23413,city_21,0.624,Unknown,No relevent experience,Full time course,Graduate,STEM,5,Unknown,Unknown,1,110,1,5.0,1.0,300.0,Junior,Medium,Very High,0,1,0,3,2.5,18.333333333333332,3.12,0,1,0,1
7454,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,15,50-99,Pvt Ltd,>4,16,0,15.0,5.0,75.0,Senior,Very High,Low,1,1,1,3,2.5,1.0,13.8,0,0,1,0
22075,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,1,Unknown,Unknown,1,8,1,1.0,1.0,300.0,Fresher,Very High,Low,1,0,0,3,0.5,4.0,0.92,0,0,0,1
28988,city_37,0.794,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Unknown,Unknown,1,172,0,5.0,1.0,300.0,Junior,High,Very High,1,0,0,3,2.5,28.666666666666668,3.97,0,1,0,1
19198,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,42,0,3.0,1.0,300.0,Junior,Medium,Medium,1,0,1,3,1.5,10.5,1.8719999999999999,0,0,0,0
32901,city_90,0.698,Male,Has relevent experience,Full time course,Masters,STEM,18,50-99,Pvt Ltd,>4,6,0,18.0,5.0,75.0,Expert,Medium,Low,1,1,1,4,3.0,0.3157894736842105,12.564,0,0,1,0
27377,city_173,0.878,Unknown,No relevent experience,Part time course,Masters,STEM,>20,500-999,NGO,never,6,0,21.0,0.0,750.0,Expert,Very High,Low,0,1,1,4,21.0,0.2727272727272727,18.438,0,0,1,0
14318,city_160,0.92,Female,No relevent experience,Full time course,High School,Unknown,2,Unknown,Unknown,2,19,1,2.0,2.0,300.0,Fresher,Very High,Low,0,1,0,2,0.6666666666666666,6.333333333333333,1.84,0,0,0,1
28771,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,Business Degree,1,100-500,Pvt Ltd,1,144,1,1.0,1.0,300.0,Fresher,Very High,Very High,1,0,1,4,0.5,72.0,0.924,0,1,0,0
10957,city_100,0.887,Female,No relevent experience,Full time course,Masters,STEM,2,Unknown,Public Sector,1,52,1,2.0,1.0,300.0,Fresher,Very High,High,0,1,0,4,1.0,17.333333333333332,1.774,0,0,0,1
27080,city_83,0.923,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,>4,104,0,16.0,5.0,10000.0,Expert,Very High,Very High,1,0,1,3,2.6666666666666665,6.117647058823529,14.768,0,1,1,0
54,city_73,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,8,100-500,NGO,1,34,0,8.0,1.0,300.0,Mid,High,Medium,1,1,1,3,4.0,3.7777777777777777,6.032,0,0,0,0
27224,city_173,0.878,Other,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,2,9,0,21.0,2.0,3000.0,Expert,Very High,Low,1,0,1,4,7.0,0.4090909090909091,18.438,0,0,1,0
3956,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,100-500,Pvt Ltd,1,46,0,20.0,1.0,300.0,Expert,Very High,Medium,1,0,1,3,10.0,2.1904761904761907,18.400000000000002,0,0,1,0
13073,city_136,0.897,Male,No relevent experience,Part time course,Graduate,STEM,4,1000-4999,Unknown,1,37,0,4.0,1.0,3000.0,Junior,Very High,Medium,0,1,1,3,2.0,7.4,3.588,0,0,0,0
28134,city_10,0.895,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,18,500-999,Public Sector,1,20,0,18.0,1.0,750.0,Expert,Very High,Low,1,0,1,3,9.0,1.0526315789473684,16.11,0,0,1,0
19329,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,15,Unknown,Unknown,>4,90,0,15.0,5.0,300.0,Senior,Very High,Very High,0,1,0,3,2.5,5.625,13.89,0,0,1,1
23028,city_160,0.92,Unknown,Has relevent experience,no_enrollment,Masters,STEM,15,<10,Early Stage Startup,1,29,0,15.0,1.0,5.0,Senior,Very High,Medium,1,0,1,4,7.5,1.8125,13.8,0,0,1,0
9172,city_114,0.926,Male,Has relevent experience,no_enrollment,Unknown,Unknown,>20,50-99,Pvt Ltd,3,18,0,21.0,3.0,75.0,Expert,Very High,Low,1,0,1,0,5.25,0.8181818181818182,19.446,0,0,1,0
28638,city_21,0.624,Unknown,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,2,6,1,3.0,2.0,75.0,Junior,Medium,Low,1,1,1,3,1.0,1.5,1.8719999999999999,0,0,0,0
20156,city_128,0.527,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,9,Unknown,Unknown,>4,118,1,9.0,5.0,300.0,Mid,Low,Very High,1,0,0,3,1.5,11.8,4.743,1,1,0,1
18886,city_21,0.624,Unknown,No relevent experience,Full time course,High School,Unknown,2,Unknown,Unknown,never,126,0,2.0,0.0,300.0,Fresher,Medium,Very High,0,1,0,2,2.0,42.0,1.248,0,1,0,1
13390,city_21,0.624,Unknown,Has relevent experience,Full time course,Graduate,STEM,3,10000+,Public Sector,Unknown,55,0,3.0,1.0,10000.0,Junior,Medium,High,1,1,1,3,1.5,13.75,1.8719999999999999,0,0,0,0
20396,city_115,0.789,Female,Has relevent experience,Full time course,Phd,STEM,8,100-500,Pvt Ltd,>4,11,0,8.0,5.0,300.0,Mid,High,Low,1,1,1,5,1.3333333333333333,1.2222222222222223,6.312,0,0,0,0
21739,city_21,0.624,Unknown,No relevent experience,Full time course,Graduate,STEM,3,Unknown,Unknown,Unknown,9,1,3.0,1.0,300.0,Junior,Medium,Low,0,1,0,3,1.5,2.25,1.8719999999999999,0,0,0,1
32493,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,2,Unknown,Unknown,1,18,1,2.0,1.0,300.0,Fresher,Very High,Low,0,0,0,3,1.0,6.0,1.84,0,0,0,1
21274,city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,145,1,21.0,2.0,10000.0,Expert,Very High,Very High,1,0,1,3,7.0,6.590909090909091,19.32,0,1,1,0
4340,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,4,68,0,11.0,4.0,75.0,Senior,Very High,High,1,0,1,4,2.2,5.666666666666667,10.01,0,0,1,0
3654,city_50,0.896,Male,Has relevent experience,no_enrollment,High School,Unknown,9,Unknown,Unknown,1,51,0,9.0,1.0,300.0,Mid,Very High,High,1,0,0,2,4.5,5.1,8.064,0,0,0,1
24627,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Unknown,Unknown,2,82,1,9.0,2.0,300.0,Mid,Very High,High,1,0,0,3,3.0,8.2,8.280000000000001,0,0,0,1
28894,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,Humanities,19,50-99,Pvt Ltd,1,128,0,19.0,1.0,75.0,Expert,Very High,Very High,1,0,1,3,9.5,6.4,16.853,0,1,1,0
16513,city_103,0.92,Male,No relevent experience,Unknown,Graduate,STEM,10,Unknown,Unknown,never,10,1,10.0,0.0,300.0,Mid,Very High,Low,0,0,0,3,10.0,0.9090909090909091,9.200000000000001,0,0,1,1
3645,city_173,0.878,Unknown,No relevent experience,Full time course,High School,Unknown,5,Unknown,Unknown,never,8,0,5.0,0.0,300.0,Junior,Very High,Low,0,1,0,2,5.0,1.3333333333333333,4.39,0,0,0,1
12057,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,>4,107,0,13.0,5.0,300.0,Senior,Very High,Very High,1,0,1,3,2.1666666666666665,7.642857142857143,12.038,0,1,1,0
19287,city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,5,Unknown,Funded Startup,1,55,1,5.0,1.0,300.0,Junior,Medium,High,1,0,0,3,2.5,9.166666666666666,3.12,0,0,0,1
22431,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,NGO,>4,6,0,6.0,5.0,75.0,Mid,Medium,Low,1,0,1,3,1.0,0.8571428571428571,3.7439999999999998,0,0,0,0
22136,city_71,0.884,Unknown,No relevent experience,no_enrollment,Graduate,STEM,6,Unknown,Unknown,never,26,1,6.0,0.0,300.0,Mid,Very High,Medium,0,0,0,3,6.0,3.7142857142857144,5.304,0,0,0,1
17830,city_26,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,3,1000-4999,Pvt Ltd,1,42,0,3.0,1.0,3000.0,Junior,Medium,Medium,1,0,1,4,1.5,10.5,2.094,0,0,0,0
8581,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,No Major,7,Unknown,Unknown,4,24,1,7.0,4.0,300.0,Mid,Very High,Medium,0,0,0,3,1.4,3.0,6.44,0,0,0,1
24479,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,never,142,0,16.0,0.0,300.0,Expert,Very High,Very High,1,0,1,3,16.0,8.352941176470589,14.72,0,1,1,0
4598,city_41,0.827,Male,No relevent experience,no_enrollment,Graduate,STEM,10,Unknown,Unknown,4,4,0,10.0,4.0,300.0,Mid,High,Low,0,0,0,3,2.0,0.36363636363636365,8.27,0,0,1,1
29216,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,<10,Pvt Ltd,>4,61,0,15.0,5.0,5.0,Senior,High,High,1,0,1,3,2.5,3.8125,12.030000000000001,0,0,1,0
29755,city_21,0.624,Male,No relevent experience,Full time course,High School,Unknown,4,Unknown,Unknown,never,16,0,4.0,0.0,300.0,Junior,Medium,Low,0,1,0,2,4.0,3.2,2.496,0,0,0,1
31204,city_16,0.91,Male,No relevent experience,Part time course,Graduate,STEM,5,10-49,Pvt Ltd,1,30,1,5.0,1.0,30.0,Junior,Very High,Medium,0,1,1,3,2.5,5.0,4.55,0,0,0,0
22764,city_30,0.698,Unknown,No relevent experience,no_enrollment,Graduate,STEM,2,100-500,Public Sector,1,73,1,2.0,1.0,300.0,Fresher,Medium,High,0,0,1,3,1.0,24.333333333333332,1.396,0,0,0,0
27260,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,1,95,1,21.0,1.0,750.0,Expert,Very High,Very High,1,0,1,4,10.5,4.318181818181818,19.11,0,0,1,0
8925,city_98,0.949,Other,Has relevent experience,no_enrollment,Graduate,STEM,11,Unknown,Unknown,2,15,1,11.0,2.0,300.0,Senior,Very High,Low,1,0,0,3,3.6666666666666665,1.25,10.439,0,0,1,1
24035,city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,Unknown,9,Unknown,Unknown,never,10,0,9.0,0.0,300.0,Mid,Very High,Low,0,0,0,1,9.0,1.0,8.280000000000001,0,0,0,1
25563,city_75,0.939,Other,Has relevent experience,no_enrollment,Graduate,STEM,12,Unknown,Unknown,1,69,0,12.0,1.0,300.0,Senior,Very High,High,1,0,0,3,6.0,5.3076923076923075,11.267999999999999,0,0,1,1
1044,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,42,0,21.0,5.0,10000.0,Expert,Very High,Medium,1,0,1,4,3.5,1.9090909090909092,17.955,0,0,1,0
10514,city_21,0.624,Unknown,No relevent experience,no_enrollment,Unknown,Unknown,1,Unknown,Unknown,1,100,1,1.0,1.0,300.0,Fresher,Medium,Very High,0,0,0,0,0.5,50.0,0.624,0,0,0,1
4952,city_16,0.91,Male,No relevent experience,no_enrollment,Phd,Other,>20,Unknown,Public Sector,2,10,0,21.0,2.0,300.0,Expert,Very High,Low,0,0,0,5,7.0,0.45454545454545453,19.11,0,0,1,1
32634,city_103,0.92,Unknown,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,>4,61,0,7.0,5.0,10000.0,Mid,Very High,High,1,0,1,4,1.1666666666666667,7.625,6.44,0,0,0,0
18900,city_16,0.91,Male,No relevent experience,Full time course,High School,Unknown,6,Unknown,Unknown,1,11,0,6.0,1.0,300.0,Mid,Very High,Low,0,1,0,2,3.0,1.5714285714285714,5.46,0,0,0,1
2307,city_105,0.794,Male,Has relevent experience,no_enrollment,Masters,STEM,11,Unknown,Unknown,1,18,1,11.0,1.0,300.0,Senior,High,Low,1,0,0,4,5.5,1.5,8.734,0,0,1,1
11407,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Public Sector,2,42,1,6.0,2.0,10000.0,Mid,Medium,Medium,1,0,1,4,2.0,6.0,3.7439999999999998,0,0,0,0
28679,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Arts,>20,Unknown,Unknown,1,36,1,21.0,1.0,300.0,Expert,Very High,Medium,1,0,0,4,10.5,1.6363636363636365,19.32,0,0,1,1
4347,city_103,0.92,Unknown,No relevent experience,Full time course,Graduate,STEM,3,Unknown,Unknown,1,109,0,3.0,1.0,300.0,Junior,Very High,Very High,0,1,0,3,1.5,27.25,2.7600000000000002,0,1,0,1
19640,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,55,0,21.0,2.0,300.0,Expert,Medium,High,1,0,1,3,7.0,2.5,13.104,0,0,1,0
29519,city_67,0.855,Unknown,Has relevent experience,Part time course,High School,Unknown,9,Unknown,Unknown,1,77,0,9.0,1.0,300.0,Mid,Very High,High,1,1,0,2,4.5,7.7,7.695,0,0,0,1
5426,city_45,0.89,Male,No relevent experience,Full time course,Graduate,STEM,5,Unknown,Unknown,1,35,1,5.0,1.0,300.0,Junior,Very High,Medium,0,1,0,3,2.5,5.833333333333333,4.45,0,0,0,1
15583,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,9,500-999,Public Sector,1,32,0,9.0,1.0,750.0,Mid,Very High,Medium,0,1,1,3,4.5,3.2,8.334,0,0,0,0
7604,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,1,100-500,NGO,1,81,0,1.0,1.0,300.0,Fresher,Very High,High,1,0,1,3,0.5,40.5,0.92,0,0,0,0
21994,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,8,50-99,Pvt Ltd,2,81,0,8.0,2.0,75.0,Mid,Very High,High,1,0,1,3,2.6666666666666665,9.0,7.36,0,0,0,0
24935,city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,1,123,0,5.0,1.0,3000.0,Junior,Medium,Very High,1,0,1,3,2.5,20.5,3.12,0,1,0,0
9246,city_116,0.743,Male,Has relevent experience,Part time course,Graduate,STEM,5,50-99,Unknown,1,72,0,5.0,1.0,75.0,Junior,Medium,High,1,1,1,3,2.5,12.0,3.715,0,0,0,0
10165,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,500-999,Funded Startup,2,19,0,3.0,2.0,750.0,Junior,Very High,Low,1,0,1,3,1.0,4.75,2.7600000000000002,0,0,0,0
10492,city_71,0.884,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,25,0,15.0,5.0,10000.0,Senior,Very High,Medium,1,0,1,3,2.5,1.5625,13.26,0,0,1,0
19683,city_114,0.926,Unknown,Has relevent experience,no_enrollment,Graduate,Arts,2,Unknown,Unknown,1,108,0,2.0,1.0,300.0,Fresher,Very High,Very High,1,0,0,3,1.0,36.0,1.852,0,1,0,1
10061,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,13,1000-4999,Pvt Ltd,>4,29,0,13.0,5.0,3000.0,Senior,Very High,Medium,1,0,1,4,2.1666666666666665,2.0714285714285716,11.96,0,0,1,0
30302,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,6,100-500,Pvt Ltd,4,163,0,6.0,4.0,300.0,Mid,Medium,Very High,1,1,1,3,1.2,23.285714285714285,3.7439999999999998,0,1,0,0
14854,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,18,100-500,Pvt Ltd,1,50,0,18.0,1.0,300.0,Expert,Very High,High,1,0,1,4,9.0,2.6315789473684212,16.146,0,0,1,0
13879,city_21,0.624,Unknown,Has relevent experience,Full time course,Graduate,STEM,6,Unknown,Unknown,never,16,1,6.0,0.0,300.0,Mid,Medium,Low,1,1,0,3,6.0,2.2857142857142856,3.7439999999999998,0,0,0,1
32869,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1000-4999,Public Sector,>4,92,1,11.0,5.0,3000.0,Senior,Very High,Very High,1,0,1,3,1.8333333333333333,7.666666666666667,10.120000000000001,0,0,1,0
15719,city_114,0.926,Unknown,Has relevent experience,no_enrollment,Masters,STEM,13,Unknown,Unknown,1,135,0,13.0,1.0,300.0,Senior,Very High,Very High,1,0,0,4,6.5,9.642857142857142,12.038,0,1,1,1
30664,city_136,0.897,Unknown,No relevent experience,Part time course,Phd,STEM,5,10000+,Public Sector,2,7,1,5.0,2.0,10000.0,Junior,Very High,Low,0,1,1,5,1.6666666666666667,1.1666666666666667,4.485,0,0,0,0
